item_id,identity,team_path,collection_before,collection_after,stable_key_before,stable_key_after,applied
42958,paises/brasil/corinthians/2017.htm#editorial:hx001:table-30:description-table-39,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:f0d58547ec8ad0ea02052d46e6082b2f49d374f70adaeb49ce718a19096286d4,item:ba5f4b7d2c2de5e071f97ec3ca16b1f3f949392ffa2cd713b59b1a1037e29614,TRUE
42959,paises/brasil/corinthians/2017.htm#editorial:hx001:table-49:description-table-58,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/01_18,item:3c672a49ce5b7628c57ff5084dad29ea46033a01f0d41e2cf71577caf331d586,item:feb160aecd1b84d9f6121cb8a0daf9fef4a001319b0618a32c28941b3b34df2e,TRUE
42962,paises/brasil/corinthians/2017.htm#editorial:hx001:table-106:description-table-115,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:005a9553adfc3c54bd1a735b1dee00f4bb6fdae92c5898e8de2e7a206775c56d,item:1e5d0de54049cade5f8dba7ee662c87aaf63b9582f0bf2051997c655d9a9c81c,TRUE
42963,paises/brasil/corinthians/2017.htm#editorial:hx001:table-125:description-table-134,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:f9351c5fbff72773ede09acf6de03825216f693d50ce3bce73c8d17d943f465c,item:19a764521378ecb14d39a2bc1bbb8ee86da9108f9ebfd37911c3d800797f2e23,TRUE
42964,paises/brasil/corinthians/2017.htm#editorial:hx001:table-144:description-table-153,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/01_18,item:ca29d09a4422e7a608e5b4d52e41272d8dcfa2daf69a4c8aff67bb890f0c7fad,item:4204a4a3ed9b8df1481268583db4da68c59e08dd7bbf53ec7f0359aef48c41a1,TRUE
42965,paises/brasil/corinthians/2017.htm#editorial:hx001:table-163:description-table-172,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/01_18,item:21d55c93a3581589b673e567949c144c13549cd8810d79ae13746871d0e1318c,item:80737890125a4fab3f06de008357b42bc791ed4839d06a262ec92b3d78a0deeb,TRUE
42966,paises/brasil/corinthians/2017.htm#editorial:hx001:table-182:description-table-191,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/01_18,item:5e56d042da639d80b28d04c034ab0ecea5da780ff0f848f0b619953c6b711964,item:11e92087b96f69c4ec91c1a5502ca62f60aff8aed7f91c0449cd91997ed6e6c4,TRUE
42968,paises/brasil/corinthians/2017.htm#editorial:hx001:table-220:description-table-229,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:5bed468eb77bb22c41c36542a223c32394d204a9d5b94f379bb5052924447d01,item:4fe72023e916a935671806e59550f2c0d41c72e3070ffc144023b57ece11b71d,TRUE
42969,paises/brasil/corinthians/2017.htm#editorial:hx001:table-239:description-table-248,paises/brasil/corinthians,camisas/brasil/corinthians/07_17,camisas/brasil/corinthians/11_17,item:4f25bdb3fb7ef5d8b1ed718462cdd15e44a957378c2236696a993e679ae0f1a9,item:2cf5dac276752fd24302200afc048451f2e301f30a12564da691ff76ab9295f6,TRUE
42971,paises/brasil/corinthians/2018.htm#editorial:hx001:table-31:description-table-40,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/07_18,item:0aefcd0f383eec569f48b85ceb8091c804b233b5826aa31dfeffb6cfe3610546,item:0bcf2f7ccb8bad3ae9c9bd4a4d64939606808131a8e8c9e09d384a6b3ab00fb7,TRUE
42972,paises/brasil/corinthians/2018.htm#editorial:hx001:table-52:description-table-61,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/07_18,item:f19918d974fe1e432f1361000b36cc7570d333c4e138df06ca9c2dff9caecd3a,item:c4cb380c457892f1d53d9419dc396a00a0c12d9f67e474e78a4352259a97250b,TRUE
42973,paises/brasil/corinthians/2018.htm#editorial:hx001:table-73:description-table-82,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/09_18,item:85db2033f6e63f68ed0882d32153182a44ffa3d7dfaa65b5067d94c9108dd612,item:3f295a773e66966f6cad854f4da86d2d8ee8fae7a00005afbe25e644cbdde0e3,TRUE
42974,paises/brasil/corinthians/2018.htm#editorial:hx001:table-94:description-table-103,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/10_18,item:567b5ed5b5f63c95a86246dfd7e7153674f12ee4ce5813b87bb0db2fc18d1b94,item:1720194194a311743d2ecec0927b52bfee0cec3092e71bc1f90d8783e62862a7,TRUE
42975,paises/brasil/corinthians/2018.htm#editorial:hx001:table-115:description-table-124,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/07_18,item:52a9ddc9e95fb281ed5ebd53de9d4878c178a51147a605522e555937b2a5ef13,item:7a2be7cb59edca510212539de87e0f9598241331abdf8578cf1a6a67c1d402f2,TRUE
42976,paises/brasil/corinthians/2018.htm#editorial:hx001:table-135:description-table-144,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/08_18,item:92a2259619d797561d60e9a7c952482301ce04d3ca24f6144dfd199c34097d65,item:ad3211055f2657146a531b91142c75e55ad419284b4e4f491f968920c91a1723,TRUE
42977,paises/brasil/corinthians/2018.htm#editorial:hx001:table-156:description-table-165,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/10_18,item:e5d3abbcb3ee34d93a8c30f9b79e5d7b9d97b55ee46f781e0fa524ed324052a0,item:0c17b4332ba9daa2d7a5b913f68f744386347adfbf7c07c9f4337af6602e61a9,TRUE
42978,paises/brasil/corinthians/2018.htm#editorial:hx001:table-177:description-table-186,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/11_18,item:ccdfad6b8888e5889b4311bdaf87ddd3334c94f7322b1535dd29c79ff365f5e6,item:5856d16d2dfd9ecfac1b18e513bc18a527620852c112cb7bb914aee83b4bd4fb,TRUE
42979,paises/brasil/corinthians/2018.htm#editorial:hx001:table-199:description-table-208,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/11_21,item:da24bfa414a429149b51f9a7602cc2313abea3850db6e15abc1a8c54a638ad1c,item:9d1dc73b9a5161313eeb9a6fd49699802a94c6bede27a78102c93f2b9ce74dd0,TRUE
42980,paises/brasil/corinthians/2018.htm#editorial:hx001:table-220:description-table-229,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/01_20,item:65666f685bb6875835e39b0183201359b9909f8123af5fbd08fc96aa114657c2,item:b48ce214da3371f65d36da20ce2626e76d3ea976c7b75339fa63b9f53db3d716,TRUE
42981,paises/brasil/corinthians/2018.htm#editorial:hx001:table-241:description-table-250,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/01_20,item:d2a5ebc9d7b5ca5630a580ed5e4758d760dd9003140ed2cd5e0a4dfaddec0cc7,item:e6144bb519dcab293259729a7012481dc5bf86ee589b6d2368b574a28855e816,TRUE
42982,paises/brasil/corinthians/2018.htm#editorial:hx001:table-263:description-table-272,paises/brasil/corinthians,camisas/brasil/corinthians/06_18,camisas/brasil/corinthians/01_20,item:632cadc583e8d3c74679fd56250e6ace2b49fc3a0b3dfc1a6e2bcee265220bd4,item:e277c3e059555a5fbf415992b578a21af6c4f67881ed21dd0b5d6301d6495c17,TRUE
42985,paises/brasil/corinthians/2019.htm#editorial:hx001:table-53:description-table-62,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:ac4b88d945e5661b8ea7f56f3da2b432391e96c7565aaaca66d3c4cc6e74d2d5,item:5ff0a8bfd505cb7b7f5cf1acc2eb9de1852822c0eb011ff97b5e089249035de2,TRUE
42986,paises/brasil/corinthians/2019.htm#editorial:hx001:table-74:description-table-83,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:832fd61f02e0fdc433410b732bafe67a4c7dc1c9aa52630e24716657eec9d8e2,item:81e141d474fd4fde794cf5427c971264677490ed7305bfaaa00df075db5e8035,TRUE
42987,paises/brasil/corinthians/2019.htm#editorial:hx001:table-95:description-table-104,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:3215c35b96d259a5b579181eeff11447bb58b8a0a0dd5f9aea3ee47cf079c6c1,item:0483ec088a55ff6b73dcbc38f09ed5b7c4e41cc429290f6493169fb0c7a9cbb0,TRUE
42990,paises/brasil/corinthians/2019.htm#editorial:hx001:table-166:description-table-175,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:13f4b51a1aa591ce9682b7a61f8e9bf6bc3eb88d438eb4e73a11559a93a662a9,item:b1166c8606e83de88c9cb550cb8d819b347896d0cf9fe7b7a9573c8ccaef0a4e,TRUE
42992,paises/brasil/corinthians/2019.htm#editorial:hx001:table-208:description-table-217,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/03_20,item:d1a1e70f900d2502524547de7adbc752fbbc2924df3c9ed5c4c19428ff3d898d,item:4245f10c18fc0192672a18581104b7422757b2e02a5111a494a9f29662f4dacf,TRUE
42993,paises/brasil/corinthians/2019.htm#editorial:hx001:table-229:description-table-238,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:c7ad29e20a77af27eeb1a919a2bc396d70618d709f6c61f29485ce9b57d0d0e1,item:7ad608bbb801289bed20de342f5c22b9dd7d17c12ab7e5ab746043ded34dd068,TRUE
42994,paises/brasil/corinthians/2019.htm#editorial:hx001:table-251:description-table-260,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:68bfb3d02346cb935791a4d021ac02ae7d5625ce84493c2ca8527403bd184728,item:5f09bc35d9e7abe618ca1b6e0741ab59fb6534eb2a696e3e96c97cd71bb2a6bc,TRUE
42995,paises/brasil/corinthians/2019.htm#editorial:hx001:table-273:description-table-282,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:c56a16db6ae11cfe6f6bb2932c99f8ba85aa716798affbf98a944fb570e71ba7,item:bf52bf1f42e8b619550c5c61b1ba5edf7a7adc6cf4599c6058e7c5b3c5754f90,TRUE
42996,paises/brasil/corinthians/2019.htm#editorial:hx001:table-295:description-table-302,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/03_20,item:da32956ab8a0c5c5f68cb76d1df597f2840442e017627e02795b46b199e8e96a,item:78d0558c5d4cb52e59774334ebc85dc5604cbe49d3e083731c89fb46f8594e23,TRUE
42997,paises/brasil/corinthians/2019.htm#editorial:hx001:table-314:description-table-323,paises/brasil/corinthians,camisas/brasil/corinthians/07_19,camisas/brasil/corinthians/01_20,item:ffc1576fb61413dca623c3b1768f412e038483135d84aea775adc7eebd03f886,item:737a7ed56bfdd07e04c9c7576a3f06f9f3a02bf1ca9a0b8deb9c4d327ee15648,TRUE
43001,paises/brasil/corinthians/2020.htm#editorial:hx001:table-74:description-table-83,paises/brasil/corinthians,camisas/brasil/corinthians/04_21,camisas/brasil/corinthians/11_21_2,item:e0d460299b1e76fed7d2d762a11004fd2465e6421e5e8be4a90af80389c27998,item:7dbbb0496f7ed86df56b863de604b883d2865f2c340c8d1d741e0b834d8d9305,TRUE
43066,paises/brasil/cruzeiro/2015.htm#editorial:hx001:table-32:description-table-41,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/05_15,camisas/brasil/cruzeiro/03_16,item:f0f463f71b3c9c04031e49e0e1d29f134aaf77e9401b8696519bd5d9dd1f2342,item:9ad93edc406dc1cd7d60e0bdd30b55be97fb1ede03faf4c199b1bdee2efccf5e,TRUE
43067,paises/brasil/cruzeiro/2015.htm#editorial:hx001:table-53:description-table-62,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/05_15,camisas/brasil/cruzeiro/01_16,item:f2565cc604cbc2bafcb33abee2b8ed6a1a80481aa0d94d70c14581d907eeff87,item:2f5b9a88561f9e4c5ff48972f7453608d0ee37972c413a78b9a6a9a2064c82c2,TRUE
43068,paises/brasil/cruzeiro/2015.htm#editorial:hx001:table-74:description-table-83,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/05_15,camisas/brasil/cruzeiro/03_16,item:1d949317dd314061f88cfa898503fc8ce4fcca608b3e1898c6a891a6ea6315b7,item:9644fc6707edd714420427c301d1674d43d72467b7165f630b44ed0b14ff0176,TRUE
43069,paises/brasil/cruzeiro/2015.htm#editorial:hx001:table-95:description-table-104,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/05_15,camisas/brasil/cruzeiro/01_16,item:afb9188f64bd8a977cef1ab74679ba9ac0c41bb7426d608e0324ffa35ec2b16d,item:2378b8061ddd9888b9c17749544d7980cc3e1865fbd45eb50d5b87d13a1de7cd,TRUE
43070,paises/brasil/cruzeiro/2015.htm#editorial:hx001:table-116:description-table-125,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/05_15,camisas/brasil/cruzeiro/03_16,item:3d247fd0df9cbf998620eee03e4fbbc757dffce5ed7eda30048101c35d1c3cbc,item:d2a42cfd5a9b1072b2308f841b51249a641fa69d1ce72d04ab50676a861632de,TRUE
43072,paises/brasil/cruzeiro/2016.htm#editorial:hx001:table-32:description-table-41,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/02_17,camisas/brasil/cruzeiro/07_17,item:d4e89a652ca2ec26d9e672d92e48ede0853cb5c098713a5ced1a1150587f4579,item:7a20aefae4f9b06c8bdc8a9a8169ff48bea3d58219667b2d1e5fe908a890b76e,TRUE
43073,paises/brasil/cruzeiro/2016.htm#editorial:hx001:table-53:description-table-62,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/02_17,camisas/brasil/cruzeiro/07_17,item:4b1caddd8046e24b3989664e09b6f3e0317b7ea215cd35e1ea146da6be8a25c8,item:82a25dcbd78d4c03786bc6d132f02dc0bdf5e58964e7b963dee5fc073aba008c,TRUE
43074,paises/brasil/cruzeiro/2016.htm#editorial:hx001:table-74:description-table-83,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/02_17,camisas/brasil/cruzeiro/07_17,item:296b517bafaaa6088d1d6da983372eeedb5175d3c5380f04aa98c2003822a608,item:ecb3527d344b3329bbe699a515da6cfbf464209ac393930d8d33ee27fe86f994,TRUE
43075,paises/brasil/cruzeiro/2016.htm#editorial:hx001:table-95:description-table-104,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/02_17,camisas/brasil/cruzeiro/07_17,item:db422ee7afa3948c1f1c839b780b2c7d63d7ad10991247cf36d2a8df2c51729f,item:07845fd5deab664db70133e60fe59c3228dbf431f3ded8dcc106c1445e0d3dfa,TRUE
43076,paises/brasil/cruzeiro/2016.htm#editorial:hx001:table-116:description-table-125,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/02_17,camisas/brasil/cruzeiro/03_17,item:a799ad75aef34bd77a7f15f5b9d1607f8f79fb9bf16b337e2c455c267b9c8333,item:2377d8e1737dcabd62772ea96cb454b6b482a9fe2f2e51f9e872e62ecc90f725,TRUE
43078,paises/brasil/cruzeiro/2017.htm#editorial:hx001:table-32:description-table-41,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/01_18,camisas/brasil/cruzeiro/11_17,item:c8479236c93c8d5c6d9e039e3f1d5b7fb8b61c614ddb7323990c429d7816cde9,item:24c3b386b1897370aff685e3735d9ce55c9b7817be1f00fe66df125fcb4de39e,TRUE
43082,paises/brasil/cruzeiro/2017.htm#editorial:hx001:table-117:description-table-126,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/01_18,camisas/brasil/cruzeiro/11_17,item:e755f8db6dad1e1697f70c1c593d2753a63ab98f67d3021b944de43fedba30fa,item:7f72125ec4bf953ee0466571e57a656cb7fb68f4fe411b46a092a1608d150def,TRUE
43085,paises/brasil/cruzeiro/2018.htm#editorial:hx001:table-53:description-table-62,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/06_18,camisas/brasil/cruzeiro/08_18,item:362cc6f35903f1a269e50076c001b95a0abdda988550b4209489b2807a97d742,item:7c9f17c5780adf70c04b464dc78903b48c548a8381ff730f4b683ee3a01c8be8,TRUE
43086,paises/brasil/cruzeiro/2018.htm#editorial:hx001:table-74:description-table-83,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/06_18,camisas/brasil/cruzeiro/08_18,item:6ae448542a1c7241a1525057fff19c8838a451c12ed2fd353fa2ef46b288c55c,item:838d3f716febc4adf3c1d3728e08ec864366119194d9d53d6caaf1685ef1cd28,TRUE
43089,paises/brasil/cruzeiro/2018.htm#editorial:hx001:table-137:description-table-146,paises/brasil/cruzeiro,camisas/brasil/cruzeiro/06_18,camisas/brasil/cruzeiro/09_18,item:3d73bc64968bea4765c970c78c1520a6e15582049f11a9835f91be6c404d3005,item:75be9acb5c9b9b93a24641e93389895089655907760962d20b91d0212a6e2a9c,TRUE
43148,paises/brasil/flamengo/2014.html#editorial:hx001:table-62:description-table-71,paises/brasil/flamengo,camisas/brasil/flamengo/03_15,camisas/brasil/flamengo/08_14,item:fcb682cafdf54a95b86b08d041776d9656d555ba6e5d8c12aeee1c591aee1d78,item:ee6c0bab47694f28ead0016be5815ced457661bd5c7d5ea1097adffd7f5a3616,TRUE
43151,paises/brasil/flamengo/2015.html#editorial:hx001:table-62:description-table-71,paises/brasil/flamengo,camisas/brasil/flamengo/01_16,camisas/brasil/flamengo/08_18,item:aa1c471b2256f7ebf474ee265f7aa9f6e0c4f7e4252e2060be1c8d14bc8f3b74,item:9f54c1a968ba4ccc22851bce17a776378e8aee05f4d31294cf6a62f310efd258,TRUE
43155,paises/brasil/flamengo/2016.html#editorial:hx001:table-39:description-table-48,paises/brasil/flamengo,camisas/brasil/flamengo/07_17,camisas/brasil/flamengo/08_18,item:bb28948ff1f78180fccc7ad061fe30d769e5066286e8da622d683a8d9827c713,item:08bff9ca673ece3ab637eb0fe49280256970fe449ebb9fa544273712ae4bb655,TRUE
43159,paises/brasil/flamengo/2017.html#editorial:hx001:table-85:description-table-94,paises/brasil/flamengo,camisas/brasil/flamengo/01_18,camisas/brasil/flamengo/08_18,item:88d484b54df404dfcf9225164276778a44d8e731d3c0762f7189f0b71ced01d3,item:5d9af2c9633331ddefcdfa71ec6c01b216abf5535ab7c5be6767d3b6b1e9600d,TRUE
43163,paises/brasil/flamengo/2019.html#editorial:hx001:table-40:description-table-49,paises/brasil/flamengo,camisas/brasil/flamengo/04_21,camisas/brasil/flamengo/01_20,item:9cbba9e928575d096aace9817d79746d8c19e3b9862ce666183fae73fd1e6862,item:9dd7bb490d93c113b515f42441366664931d82d98a3cd1ae0b36f206ee8f11c2,TRUE
43168,paises/brasil/flamengo/2021.html#editorial:hx001:table-64:description-table-73,paises/brasil/flamengo,camisas/brasil/flamengo/11_21,camisas/brasil/flamengo/07_22,item:23ddb5a56ae8041d86cac8ca9db55fdfa333a42c6d172a256928da89852454db,item:f8abe116c16749845097364a1fdc2491e5d1066692181e62bdd2a2c773a5b443,TRUE
43169,paises/brasil/flamengo/2021.html#editorial:hx001:table-88:description-table-97,paises/brasil/flamengo,camisas/brasil/flamengo/11_21,camisas/brasil/flamengo/07_22,item:27e64b781544fa44e4394a8799f2e48e769553077e10dc3c5e41535da96a501e,item:b73449300f65c083d307e587bf944f34d70ecd954a45a2d04b23ee03146d24cf,TRUE
43170,paises/brasil/flamengo/2021.html#editorial:hx001:table-112:description-table-121,paises/brasil/flamengo,camisas/brasil/flamengo/11_21,camisas/brasil/flamengo/07_22,item:2233ec6a1c8155fd8e9c05b0d5d6580d6d59d6412b2d7bf9303652672ebaed99,item:296223dcea43f92d28a56d7066a0a1b4317f568cfbe9654ab53087f386db05b0,TRUE
43171,paises/brasil/flamengo/2021.html#editorial:hx001:table-137:description-table-146,paises/brasil/flamengo,camisas/brasil/flamengo/11_21,camisas/brasil/flamengo/07_22,item:777e23f4c5de6c24ee3bffecea3e908f9a0041bfef917cff159a6de0db8bf663,item:8437c84381cedc48e1bc99fa5b6777b7aba4c231a605f68d9f7d4da07ae8daae,TRUE
43172,paises/brasil/flamengo/2021.html#editorial:hx001:table-162:description-table-171,paises/brasil/flamengo,camisas/brasil/flamengo/11_21,camisas/brasil/flamengo/09_22,item:6c5dc5a8d30840d7e29591a058f2c47b040d9f29e34dbffe9e1359c5970abd87,item:80c79fa4ffb85041ea09f3170fd697e59e3c25c5a6e5eb0e4e2e26138dc533ed,TRUE
43173,paises/brasil/flamengo/2021.html#editorial:hx001:table-186:description-table-195,paises/brasil/flamengo,camisas/brasil/flamengo/11_21,camisas/brasil/flamengo/07_22,item:2cb339b979d8cc244863220f03f6ba70e082b891a2c35ce381e5bda626ec3c3e,item:fbe03155817e17534dcc3add674dd58e248d96beb6a28b34295c9d0fa80576f7,TRUE
43202,paises/brasil/fluminense/2015.htm#editorial:hx001:table-33:description-table-42,paises/brasil/fluminense,camisas/brasil/fluminense/01_16,camisas/brasil/fluminense/06_16,item:d82546054de68bb2a0a71d2be753b31932cdfcd9949e2ea2e44cdf4d7f389696,item:be3b7c118ebae73b7b28d4f5f2cb54bdd0288aad1e5c4d525a8c76baf68fde3f,TRUE
43209,paises/brasil/fluminense/2016.htm#editorial:hx001:table-51:description-table-60,paises/brasil/fluminense,camisas/brasil/fluminense/07_17,camisas/brasil/fluminense/11_17,item:0437baefc527c3e394659dd949fbcddc455bb5243c6ce901c0b181e44c6950c6,item:49edbdab9a43e35549ad8b7c8ae37bc7378d2908ee560b51042beb964167199d,TRUE
43212,paises/brasil/fluminense/2021.htm#editorial:hx001:table-31:description-table-40,paises/brasil/fluminense,camisas/brasil/fluminense/02_22,camisas/brasil/fluminense/07_22,item:450d377c58349b42e22dc99da098b166d879e3a8df05f38a11a47a7f99933dc5,item:7d83642eacd89315ac4196b8b8ac0e184feaf72c80b9af6ffd3a30cf3d451596,TRUE
43214,paises/brasil/fluminense/2023.htm#editorial:hx001:table-31:description-table-40,paises/brasil/fluminense,camisas/brasil/fluminense/01_24,camisas/brasil/fluminense/09_24,item:a8af5e028b4b4a5dbd350cb147904d5ec2e08e8511a06214b1da992c7bb08220,item:b933834bcef94bed67dd00153d89233d529655298a6e7585d3295b8823da2f21,TRUE
43246,paises/brasil/gremio/2013.htm#editorial:hx001:table-29:description-table-38,paises/brasil/gremio,camisas/brasil/gremio/06_13,camisas/brasil/gremio/08_14_2,item:fe51d574d261f694d07e8cc9d1aa02c2a5d79a56edaf7f9d5d3c1a58dcc9a357,item:8e4486f73efb4d07683353f9cc80ca81bc335efbbc4d9d611710cb882a22e5da,TRUE
43250,paises/brasil/gremio/2015.htm#editorial:hx001:table-47:description-table-56,paises/brasil/gremio,camisas/brasil/gremio/06_16,camisas/brasil/gremio/02_17,item:ba632deadd6e688357a7edbf244be6bbefe5d7271f8f16f0383fac0811f2af7c,item:dff929400c7d8026704dcd68cbd74ea9aa7e504fe67b74fcd29b1e0106212874,TRUE
43251,paises/brasil/gremio/2015.htm#editorial:hx001:table-65:description-table-74,paises/brasil/gremio,camisas/brasil/gremio/06_16,camisas/brasil/gremio/04_16,item:34c4f462ed8b147c1c5e1ac2d483d85e27a3d30236d7bf479f62c38ff2948fce,item:9a1441fa0db645669949561e35981a8ef375cc073a728824abe509b36b33034c,TRUE
43262,paises/brasil/gremio/2017.htm#editorial:hx001:table-101:description-table-110,paises/brasil/gremio,camisas/brasil/gremio/07_17,camisas/brasil/gremio/08_18,item:f7e70843cae9ec49cf06607224d3a20bfe65a042591127519e4498257d090425,item:f31f28b0b3a61af1477fdeec9caf7269a705cf08a032573dff8d0e4af35698cd,TRUE
43263,paises/brasil/gremio/2017.htm#editorial:hx001:table-119:description-table-128,paises/brasil/gremio,camisas/brasil/gremio/07_17,camisas/brasil/gremio/01_18,item:62571705a307a8b32808fe502f5d3cd104f461989cb1577dbbd8d46ab3a92fc3,item:66e723e0e76dfd12812fa4a49543c2b10cc796afe753e78b3afd4052604c71ab,TRUE
43264,paises/brasil/gremio/2017.htm#editorial:hx001:table-137:description-table-146,paises/brasil/gremio,camisas/brasil/gremio/07_17,camisas/brasil/gremio/01_18,item:785e7c10bf976ecd7d6cd017eee4bea05506212125e90fad48fa831884eecd2b,item:834aaefae1924f7462598cde0851fee5a5f89b97f41e759b3a4f28f40c05820c,TRUE
43265,paises/brasil/gremio/2017.htm#editorial:hx001:table-155:description-table-164,paises/brasil/gremio,camisas/brasil/gremio/07_17,camisas/brasil/gremio/01_18,item:349e96b2d96b8e6a254ea3bb038715db7d018663994bc51664b07d63668b76d8,item:def8ae8f49ed128ec4d3a0facea11c3b24855a10c9893159c7de42b11abd4cf5,TRUE
43267,paises/brasil/gremio/2017.htm#editorial:hx001:table-191:description-table-200,paises/brasil/gremio,camisas/brasil/gremio/07_17,camisas/brasil/gremio/11_17,item:68923fbd7da1cd71cccee51b3852da63b32f429c48281ab269cc049aa91c81be,item:9633910f4f9e98047c918e3552bccaed7dba375eb526d673a589ce6580c84f1f,TRUE
43268,paises/brasil/gremio/2017.htm#editorial:hx001:table-209:description-table-216,paises/brasil/gremio,camisas/brasil/gremio/07_17,camisas/brasil/gremio/01_18,item:b63e667a06febb867ba2de13ce6343aec3e2b1582158087997130fd73fba03c0,item:8a170052d8843ed09b25ee21b8bd1cd069679044c2f2bad14e133921bc35d30a,TRUE
43269,paises/brasil/gremio/2017.htm#editorial:hx001:table-225:description-table-232,paises/brasil/gremio,camisas/brasil/gremio/07_17,camisas/brasil/gremio/01_18,item:7d014150d212d9b62b9714820c4ec4dde01543acc4363debad67b94f77a06841,item:15ad60b2b5cd6029c864819186c7b7d725bd622014363b2217163bc00f88afeb,TRUE
43273,paises/brasil/gremio/2018.htm#editorial:hx001:table-65:description-table-74,paises/brasil/gremio,camisas/brasil/gremio/07_18,camisas/brasil/gremio/10_18,item:de2deba293b88337d015b1a760c0f569b576f53d124c7066ea81f07e9362b5ab,item:50130d43848ea54d7e682a02c9a60c945fe02e728b32afa6f3fee0302606f98d,TRUE
43274,paises/brasil/gremio/2018.htm#editorial:hx001:table-84:description-table-93,paises/brasil/gremio,camisas/brasil/gremio/07_18,camisas/brasil/gremio/01_19,item:e1e5bbf62b230d387d7bdf6c5b5b1a19eafde11c9e7ee071f6ae81d96209523b,item:b6e0ec543d6f29af9cd1e14a34fe3099b0daee5774770372ef45a49109836f7c,TRUE
43275,paises/brasil/gremio/2018.htm#editorial:hx001:table-102:description-table-111,paises/brasil/gremio,camisas/brasil/gremio/07_18,camisas/brasil/gremio/01_19,item:6c96b4299bcb37d0f7bbb5a9c71e8b5350a834b6c2335fe99d1db1cfb5e0e6af,item:f7a37c7d4bfcf3bd0dd6f759576eb40dd05685b3f4f4f777eac1c1649554b977,TRUE
43276,paises/brasil/gremio/2018.htm#editorial:hx001:table-120:description-table-129,paises/brasil/gremio,camisas/brasil/gremio/07_18,camisas/brasil/gremio/03_19,item:f686ff1ed7a12ffd4093aeef29504e7d96e79b6a8da309d7d666045ce3bea45f,item:00b9a7bdf8646be605dbca0c2443c9858cfce7408e83e781a9d9657078d9784e,TRUE
43277,paises/brasil/gremio/2018.htm#editorial:hx001:table-138:description-table-147,paises/brasil/gremio,camisas/brasil/gremio/07_18,camisas/brasil/gremio/08_18,item:f6660ca29df828758aecd73114245c4aa4f9931fb87dab38cd21be4597f57828,item:19892d385019944671c9489b81b16206c2853a1ca1eea19c1368b6839a55bd38,TRUE
